PURCHASE_ORDER_NUMBER,PO_CREATED_DATE,SUPPLIER_NUMBER,SUPPLIER_NAME,PO_ITEM_COUNT,PO_VALUE_ETB,CONTRACT_AGREEMENT_RECEIVED_FROM_SUPPLIER_DATE,LC_CAD_OPENED_DATE,FIRST_INBOUND_DELIVERY_CREATED_DATE,LATEST_INBOUND_DELIVERY_CREATED_DATE,INBOUND_DELIVERY_COUNT,FIRST_PARTIAL_GRV_DATE,LATEST_GRV_DATE,FULL_DELIVERY_DATE,GRV_ROW_COUNT,DISTINCT_GRV_PO_ITEM_COUNT,SCHEDULE_LINE_COUNT,SCHEDULED_QUANTITY,RECEIVED_QUANTITY,REDUCED_OR_CANCELLED_QUANTITY,OPEN_QUANTITY,CURRENT_MILESTONE_STATUS,CONTRACT_TO_PO_DAYS,PO_TO_LC_CAD_OPEN_DAYS,LC_CAD_OPEN_TO_INBOUND_CREATED_DAYS,INBOUND_CREATED_TO_PARTIAL_GRV_DAYS,PARTIAL_GRV_TO_FULL_DELIVERY_DAYS,LEADTIME_DATA_QUALITY_STATUS,REPORTING_CURRENCY
4500004110,2025-04-08,20000400,Medicamen Biotech Limited,1,"945,064.57",2024-07-24,2025-05-27,2025-08-26,2025-08-26,1,2025-08-28,2025-08-28,2025-08-28,1,1,1,"4,688","4,688","4,688",0,FULLY_DELIVERED_WITH_GRV_DATE,258,49,91,2,0,VALID,ETB
4500010838,2026-04-02,20000158,Shenzhen Mindray Bio-Medical Electr,1,"942,090.23",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,26,0,0,26,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010825,2026-05-07,20000257,Spot Medical Equipment FZE,1,"941,420.83",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,116,0,0,116,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012788,2026-07-07,20000942,Jiangsu keling medical appliances c,3,"941,165.24",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,64,0,0,64,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002228,2024-11-05,20000369,Hetro Labs Ltd.,1,"931,789.01",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"3,323",0,0,"3,323",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005853,2025-07-05,20000249,RISE GLOBAL GMBH,1,"918,292.06",[NULL],2025-09-01,2025-12-09,2025-12-09,1,2025-12-10,2025-12-10,2025-12-10,1,1,1,"1,700","1,700","1,700",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],58,99,1,0,VALID,ETB
4500000080,2024-06-13,20000230,Intec Products Inc,1,"911,820.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"1,250",0,0,"1,250",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500007877,2025-10-28,20000400,Medicamen Biotech Limited,1,"897,817.29",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"18,636",0,0,"18,636",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010933,2026-04-07,10003665,Haneva trading,2,"894,695.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"1,145",0,0,"1,145",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500008995,2025-12-25,20000445,Shiv dial sud and sons,2,"891,229.19",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"3,991",0,0,"3,991",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003627,2025-03-03,20000610,MERIDIAN ENTERPRISES PVT. LTD,1,"883,384.70",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"20,286",0,0,"20,286",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000869,2024-07-03,20000394,Leben Laboratories Private Limited,1,"880,553.80",[NULL],[NULL],2024-09-05,2024-09-05,1,2024-09-07,2024-09-07,2024-09-07,2,1,1,"53,255","53,255","53,255",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],2,0,VALID,ETB
4500004182,2025-04-10,20000358,Gst Corporation Ltd,2,"879,239.90",[NULL],2025-07-09,2025-09-09,2025-09-09,1,2025-09-10,2025-09-10,2025-09-10,2,2,2,"17,959","17,959","17,959",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],90,62,1,0,VALID,ETB
4500000823,2024-06-29,20000249,RISE GLOBAL GMBH,4,"877,397.96",[NULL],2024-07-17,2024-11-19,2024-11-19,1,2024-11-20,2024-11-20,2024-11-20,4,4,4,40,40,40,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],18,125,1,0,VALID,ETB
4500011600,2026-05-20,20000358,Gst Corporation Ltd,1,"862,208.93",2026-01-13,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"135,529",0,0,"135,529",PO_CREATED,127,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001870,2024-10-14,20000216,Beeveejay Limited,1,"861,834.71",[NULL],2024-11-13,2025-01-02,2025-01-02,1,2025-03-05,2025-03-05,2025-03-05,1,1,1,1,1,1,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],30,50,62,0,VALID,ETB
4500000025,2024-06-06,20000315,Aculife Healthcare Pvt. Ltd.,1,"861,116.72",[NULL],[NULL],2024-06-13,2024-06-13,1,2024-06-14,2024-06-14,2024-06-14,2,1,1,"83,946","83,946","83,946",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500000042,2024-06-09,20000315,Aculife Healthcare Pvt. Ltd.,1,"861,116.72",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"83,946",0,0,"83,946",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000078,2024-06-13,20000325,Bafna Pharmaceuticals Ltd.,1,"857,813.08",[NULL],[NULL],2024-06-13,2024-06-13,1,2024-06-13,2024-06-13,2024-06-13,1,1,1,"16,541","16,187","16,187",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],0,0,VALID,ETB
4500004584,2025-05-13,20000239,Ningbo David Medical Device Co. Ltd,1,"850,524.40",[NULL],2025-10-27,2025-12-16,2025-12-16,1,2025-12-27,2025-12-27,2025-12-27,1,1,1,100,100,100,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],167,50,11,0,VALID,ETB
4500004096,2025-05-16,20000222,Care Pharma FZ LLC,3,"850,014.49",[NULL],2025-12-02,2026-02-05,2026-02-05,1,2026-02-10,2026-02-10,2026-02-10,3,3,3,"2,313","2,313","2,313",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],200,65,5,0,VALID,ETB
4500006413,2025-08-12,20000442,Scott Edil Pharmacia Ltd,1,"848,050.15",[NULL],2025-10-23,2026-01-05,2026-01-05,1,2026-01-09,2026-01-09,2026-01-09,1,1,1,"1,371","1,371","1,371",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],72,74,4,0,VALID,ETB
4500001167,2024-07-24,20000258,Sysmex  Europe SE,5,"845,523.06",[NULL],[NULL],2024-08-13,2024-08-13,1,2024-08-14,2024-08-14,2024-08-14,4,4,5,357,336,336,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500004112,2025-04-08,20000323,Aurobindo Pharma,1,"845,428.20",2024-07-12,2025-07-28,2025-10-23,2025-10-23,1,2025-10-24,2025-10-24,2025-10-24,1,1,1,"2,130","2,130","2,130",0,FULLY_DELIVERED_WITH_GRV_DATE,270,111,87,1,0,VALID,ETB
4500007861,2025-10-28,20000418,Novartis Pharma Services Ag,1,"840,898.94",2023-05-30,2026-03-10,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,240,0,0,240,AWAITING_SHIPMENT,882,133,[NULL],[NULL],[NULL],VALID,ETB
4500008985,2025-12-24,20000191,True Dent Mfg. Export Co.,1,"827,139.83",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,100,0,0,100,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001467,2024-09-04,20000370,High Technology Inc,2,"818,201.85",[NULL],[NULL],2024-09-17,2024-09-17,2,2024-10-23,2024-10-23,2024-10-23,2,2,2,239,239,239,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],36,0,VALID,ETB
4500011893,2026-06-03,20000025,"Guangdong Biolight Meditech Co.,Ltd",1,"808,188.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,48,0,0,48,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010335,2026-03-10,20000025,"Guangdong Biolight Meditech Co.,Ltd",1,"797,350.24",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,42,0,0,42,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000702,2024-06-21,20000400,Medicamen Biotech Limited,1,"796,641.26",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"3,000",0,0,"3,000",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000778,2024-06-28,20000400,Medicamen Biotech Limited,1,"795,374.60",[NULL],2024-09-18,2024-11-09,2024-11-09,1,2024-11-12,2024-11-12,2024-11-12,3,1,1,"3,000","3,000","3,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],82,52,3,0,VALID,ETB
4500010014,2026-02-19,10000746,Sansheng Pharmaceutical Plc,1,"790,016",[NULL],2026-05-28,2026-05-28,2026-05-28,1,2026-05-29,2026-05-29,2026-05-29,1,1,1,"6,172","6,172","6,172",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],98,0,1,0,VALID,ETB
4500012894,2026-07-20,20000931,Jiangsu Yongxin MedicalEquipment Co,1,"789,995.18",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,5,0,0,5,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012042,2026-06-10,20000932,Fukuda Co. Ltd,1,"785,182.95",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,37,0,0,37,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010476,2026-03-13,20000059,Jiangsu Yongxin Medical Equipment C,1,"774,901.52",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,5,0,0,5,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001676,2024-09-25,20000328,Beeveejay Ltd,1,"774,822.43",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,1,0,0,1,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000611,2024-06-17,20000265,Wise team FZC,1,"772,423.36",[NULL],[NULL],2024-06-22,2024-06-22,1,2024-06-23,2024-06-23,2024-06-23,1,1,1,"3,636","3,624","3,624",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500000082,2024-06-13,20000265,Wise team FZC,1,"770,825.95",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"3,636",0,0,"3,636",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001011,2024-07-15,20000373,Immucor Medizinische Diagnostik  Gm,6,"769,330.69",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],6,192,0,0,192,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004709,2025-05-19,20000222,Care Pharma FZ LLC,2,"756,855.21",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],4,"31,211",0,0,"31,211",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011205,2026-04-29,20000370,High Technology Inc,2,"747,511.97",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,163,0,0,163,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010843,2026-04-02,20000945,Al Elham Trading L.L.C,1,"745,151.53",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,16,0,0,16,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010406,2026-03-12,20000218,BOSTON MEDICAL FZE.,4,"742,888.28",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],4,23,0,0,23,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001026,2024-07-16,20000439,Sakar Healthcare Limited,1,"740,131.67",[NULL],[NULL],2024-08-28,2024-08-28,1,2024-08-29,2024-08-29,2024-08-29,1,1,1,"3,701","3,701","3,701",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500004189,2025-04-11,20000325,Bafna Pharmaceuticals Ltd.,1,"737,822.42",[NULL],2025-04-24,2025-07-14,2025-07-14,1,2025-07-21,2025-07-21,2025-07-21,1,1,1,"5,556","5,556","5,556",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],13,81,7,0,VALID,ETB
4500002435,2024-11-20,20000369,Hetro Labs Ltd.,1,"736,377.60",[NULL],[NULL],2024-11-21,2024-11-21,1,2024-11-25,2024-11-25,2024-11-25,1,1,1,300,280,280,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,0,VALID,ETB
4500006791,2025-09-02,20000370,High Technology Inc,2,"736,214.11",[NULL],2026-02-18,2026-05-08,2026-05-08,1,2026-05-15,2026-05-15,2026-05-15,2,2,2,163,163,163,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],169,79,7,0,VALID,ETB
4500010201,2026-02-28,20000442,Scott Edil Pharmacia Ltd,1,"730,663.49",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"4,743",0,0,"4,743",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003401,2025-02-12,20000324,Avian International,1,"727,156.28",[NULL],2025-04-14,2025-06-04,2025-06-04,1,2025-06-24,2025-06-24,2025-06-24,3,1,1,"249,947","249,947","249,947",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],61,51,20,0,VALID,ETB
4500005837,2025-07-05,20000337,Ciron Drugs And Pharmaceuticals Pvt,1,"716,134.25",[NULL],2025-08-28,2025-11-04,2025-11-04,1,2025-11-12,2025-11-12,2025-11-12,1,1,1,"11,517","11,517","11,517",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],54,68,8,0,VALID,ETB
4500000716,2024-06-26,20000337,Ciron Drugs And Pharmaceuticals Pvt,1,"716,120.53",[NULL],[NULL],2024-07-01,2024-07-01,1,2024-07-04,2024-07-04,2024-07-04,1,1,1,"3,135","3,125","3,125",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],3,0,VALID,ETB
4500004543,2025-05-13,20000239,Ningbo David Medical Device Co. Ltd,1,"715,821.70",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,100,0,0,100,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001035,2024-07-17,20000264,United Pharma (K) Limited,1,"714,690.46",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"3,326",0,0,"3,326",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000112,2024-06-14,20000337,Ciron Drugs And Pharmaceuticals Pvt,1,"714,639.55",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"3,135",0,0,"3,135",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002795,2024-12-31,20000439,Sakar Healthcare Limited,1,"714,063.88",[NULL],[NULL],2025-01-01,2025-01-01,1,2025-03-07,2025-03-07,2025-03-07,1,1,1,"7,080","7,076","7,076",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],65,0,VALID,ETB
4500012137,2026-06-16,10000740,Follium Pharmaceuticals,1,"712,810",2026-05-21,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"1,190",0,0,"1,190",PO_CREATED,26,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012490,2026-06-27,20000370,High Technology Inc,2,"710,829.11",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,162,0,0,162,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001710,2024-09-30,20000385,Kilitch Drugs,1,"710,030.11",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"15,113",0,0,"15,113",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012533,2026-06-29,20000370,High Technology Inc,2,"702,053.44",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,160,0,0,160,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001629,2024-09-21,20000324,Avian International,3,"696,904.89",[NULL],2025-01-02,2025-05-06,2025-05-06,1,2025-05-06,2025-05-06,2025-05-06,3,3,3,420,420,420,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],103,124,0,0,VALID,ETB
4500004793,2025-05-22,20000370,High Technology Inc,2,"688,772.92",[NULL],2026-01-31,2026-05-11,2026-05-11,1,2026-06-09,2026-06-09,2026-06-09,2,2,2,160,160,160,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],254,100,29,0,VALID,ETB
4500003400,2025-02-11,20000370,High Technology Inc,2,"687,561.53",[NULL],2025-10-29,2025-12-09,2025-12-09,1,2025-12-10,2025-12-10,2025-12-10,2,2,2,162,162,162,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],260,41,1,0,VALID,ETB
4500004157,2025-04-10,20000461,Tulip Diagnotics Ltd.,1,"672,838.58",[NULL],2025-07-28,2025-10-09,2025-10-09,1,2025-10-13,2025-10-13,2025-10-13,1,1,1,"2,113","2,113","2,113",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],109,73,4,0,VALID,ETB
4500003085,2025-01-24,20000370,High Technology Inc,2,"670,808.69",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,192,0,0,192,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003950,2025-03-25,10000746,Sansheng Pharmaceutical Plc,1,"666,498",[NULL],[NULL],2025-06-19,2025-06-19,1,2025-06-23,2025-06-23,2025-06-23,1,1,1,"31,738","31,738","31,738",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,0,VALID,ETB
4500000775,2024-06-28,20000244,"Qingdao Haier Biomedical Co., Ltd",1,"664,351.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,12,0,0,12,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500006552,2025-08-18,20000549,Afrovision pharmaceuticals,1,"659,022",[NULL],[NULL],2025-10-20,2025-10-20,1,2025-10-20,2025-10-20,2025-10-20,1,1,1,"1,326","1,326","1,326",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],0,0,VALID,ETB
4500004784,2025-05-22,20000249,RISE GLOBAL GMBH,1,"657,750.22",2025-04-18,2025-10-01,2025-12-09,2025-12-09,1,2025-12-10,2025-12-10,2025-12-10,1,1,1,"3,674","3,674","3,674",0,FULLY_DELIVERED_WITH_GRV_DATE,34,132,69,1,0,VALID,ETB
4500009207,2026-01-02,20000228,Hawam International Trading,1,"650,876.75",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,16,0,0,16,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001556,2024-09-17,20000325,Bafna Pharmaceuticals Ltd.,1,"649,430.90",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"5,556",0,0,"5,556",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010941,2026-04-07,10003666,Wise team Plc,1,"645,667",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,11,0,0,11,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012210,2026-06-17,10003666,Wise team Plc,1,"645,667",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,11,0,0,11,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500009557,2026-01-27,20000058,"Jiangsu Saikang Medical Co.,Ltd",1,"640,444.49",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,117,0,0,117,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500009191,2026-01-02,20000385,Kilitch Drugs,1,"625,147.55",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"21,191",0,0,"21,191",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004703,2025-05-19,20000222,Care Pharma FZ LLC,2,"619,138.92",[NULL],[NULL],2025-12-26,2025-12-26,1,[NULL],[NULL],[NULL],[NULL],[NULL],4,"30,920",0,248,"30,672",AWAITING_RECEIPT,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011870,2026-06-03,20000249,RISE GLOBAL GMBH,2,"610,620.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,360,0,0,360,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003080,2025-01-24,20000370,High Technology Inc,2,"607,920.37",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,174,0,0,174,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005788,2025-07-05,20000416,Neon Laboratory Ltd.,1,"597,144.58",[NULL],2025-10-02,2025-11-25,2025-11-25,1,2025-12-01,2025-12-01,2025-12-01,1,1,1,480,480,480,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],89,54,6,0,VALID,ETB
4500011918,2026-06-04,20000185,Therdose Pharma Pvt. Ltd.,1,"589,229.54",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"1,249",0,0,"1,249",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001288,2024-08-07,20000249,RISE GLOBAL GMBH,1,"579,356.36",[NULL],2024-11-11,2024-12-18,2024-12-18,1,2024-12-23,2024-12-23,2024-12-23,1,1,1,"5,000","5,000","5,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],96,37,5,0,VALID,ETB
4500011601,2026-05-20,20000249,RISE GLOBAL GMBH,1,"574,808.08",2026-01-19,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"90,353",0,0,"90,353",PO_CREATED,121,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011295,2026-05-06,20000549,Afrovision pharmaceuticals,1,"568,836",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,"1,414",0,0,"1,414",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002541,2024-12-02,20000249,RISE GLOBAL GMBH,1,"565,218.11",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,357,0,0,357,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010468,2026-03-13,20000058,"Jiangsu Saikang Medical Co.,Ltd",1,"565,091.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,26,0,0,26,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002091,2024-10-30,20000249,RISE GLOBAL GMBH,1,"564,992.63",[NULL],2025-04-03,2025-07-22,2025-07-22,1,2025-07-29,2025-07-29,2025-07-29,1,1,1,6,6,6,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],155,110,7,0,VALID,ETB
4500002124,2024-10-31,20000373,Immucor Medizinische Diagnostik  Gm,5,"561,114.26",[NULL],[NULL],2024-11-27,2024-11-27,1,[NULL],[NULL],[NULL],[NULL],[NULL],5,67,0,67,0,FULLY_DELIVERED_OR_REDUCED_BUT_GRV_DATE_MISSING,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010939,2026-04-07,10000981,Lifecare Pharmaceutical Trading,1,"559,333.08",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,108,0,0,108,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011879,2026-06-03,20000249,RISE GLOBAL GMBH,2,"551,213.86",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,100,0,0,100,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000456,2024-06-08,20000323,Aurobindo Pharma,1,"528,238.30",[NULL],[NULL],2024-07-05,2024-07-05,1,[NULL],[NULL],[NULL],[NULL],[NULL],1,474,0,474,0,FULLY_DELIVERED_OR_REDUCED_BUT_GRV_DATE_MISSING,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500012789,2026-07-07,20000059,Jiangsu Yongxin Medical Equipment C,1,"524,795.43",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,109,0,0,109,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500009558,2026-01-27,20000058,"Jiangsu Saikang Medical Co.,Ltd",1,"509,071.26",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,93,0,0,93,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
